StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,reviewer,ID,bins_1,bins_2,bins_3,bins_4,bins_5,bins_6,bins_7,bins_8,bins_9,bins_10,bins_11,bins_12,bins_13,bins_14,bins_15,bins_16,bins_17,bins_18,bins_19,bins_20,bins_21,bins_22,bins_23,bins_24,bins_25,bins_26,bins_27,bins_28,bins_29,bins_30,bins_31,bins_32,bins_33,bins_34,bins_35,bins_36,bins_37,bins_38,bins_39,bins_40,bins_41,bins_42,bins_43,bins_44,bins_45,bins_46,bins_47,bins_48,bins_49,bins_50,bins_51,bins_52,bins_53,bins_54,bins_55,bins_56,bins_57,bins_58,bins_59,bins_60,bins_61,bins_62,bins_63,bins_64,bins_65,bins_66,bins_67,bins_68,bins_69,bins_70,bins_71,bins_72,bins_73,bins_74,bins_75,bins_76,bins_77,bins_78,bins_79,bins_80,country_1,country_2,country_3,country2_1,country2_2,country2_3,country3_1,country3_2,country3_3,population_1,population_2,population_3,population_4,population_5,population_6,population_7,population_8,population_9,population_10,population_11,population_12,population_13,population_14,population_15,population_16,population_17,population_18,population_19,population_20,other,ej,flag_1,flag_2,flag_3,notes
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Initials (First, Middle, Last, e.g. bkn)",Article ID:,Select appropriate bin(s): - Light-Neurocognition,Select appropriate bin(s): - Water-Neurocognition,Select appropriate bin(s): - Air-Neurocognition,Select appropriate bin(s): - Land-Neurocognition,Select appropriate bin(s): - Biota-Neurocognition,Select appropriate bin(s): - Interaction & Perception-Neurocognition,Select appropriate bin(s): - Built Environment-Neurocognition,Select appropriate bin(s): - Chemical Hazards-Neurocognition,Select appropriate bin(s): - Meteorological-Neurocognition,Select appropriate bin(s): - Geological-Neurocognition,Select appropriate bin(s): - Light-Neurodevelopment,Select appropriate bin(s): - Water-Neurodevelopment,Select appropriate bin(s): - Air-Neurodevelopment,Select appropriate bin(s): - Land-Neurodevelopment,Select appropriate bin(s): - Biota-Neurodevelopment,Select appropriate bin(s): - Interaction & Perception-Neurodevelopment,Select appropriate bin(s): - Built Environment-Neurodevelopment,Select appropriate bin(s): - Chemical Hazards-Neurodevelopment,Select appropriate bin(s): - Meteorological-Neurodevelopment,Select appropriate bin(s): - Geological-Neurodevelopment,Select appropriate bin(s): - Light-Personality & Identity,Select appropriate bin(s): - Water-Personality & Identity,Select appropriate bin(s): - Air-Personality & Identity,Select appropriate bin(s): - Land-Personality & Identity,Select appropriate bin(s): - Biota-Personality & Identity,Select appropriate bin(s): - Interaction & Perception-Personality & Identity,Select appropriate bin(s): - Built Environment-Personality & Identity,Select appropriate bin(s): - Chemical Hazards-Personality & Identity,Select appropriate bin(s): - Meteorological-Personality & Identity,Select appropriate bin(s): - Geological-Personality & Identity,Select appropriate bin(s): - Light-Reality Connection,Select appropriate bin(s): - Water-Reality Connection,Select appropriate bin(s): - Air-Reality Connection,Select appropriate bin(s): - Land-Reality Connection,Select appropriate bin(s): - Biota-Reality Connection,Select appropriate bin(s): - Interaction & Perception-Reality Connection,Select appropriate bin(s): - Built Environment-Reality Connection,Select appropriate bin(s): - Chemical Hazards-Reality Connection,Select appropriate bin(s): - Meteorological-Reality Connection,Select appropriate bin(s): - Geological-Reality Connection,Select appropriate bin(s): - Light-Social & Behavioral,Select appropriate bin(s): - Water-Social & Behavioral,Select appropriate bin(s): - Air-Social & Behavioral,Select appropriate bin(s): - Land-Social & Behavioral,Select appropriate bin(s): - Biota-Social & Behavioral,Select appropriate bin(s): - Interaction & Perception-Social & Behavioral,Select appropriate bin(s): - Built Environment-Social & Behavioral,Select appropriate bin(s): - Chemical Hazards-Social & Behavioral,Select appropriate bin(s): - Meteorological-Social & Behavioral,Select appropriate bin(s): - Geological-Social & Behavioral,Select appropriate bin(s): - Light-Mind-Body Relationship,Select appropriate bin(s): - Water-Mind-Body Relationship,Select appropriate bin(s): - Air-Mind-Body Relationship,Select appropriate bin(s): - Land-Mind-Body Relationship,Select appropriate bin(s): - Biota-Mind-Body Relationship,Select appropriate bin(s): - Interaction & Perception-Mind-Body Relationship,Select appropriate bin(s): - Built Environment-Mind-Body Relationship,Select appropriate bin(s): - Chemical Hazards-Mind-Body Relationship,Select appropriate bin(s): - Meteorological-Mind-Body Relationship,Select appropriate bin(s): - Geological-Mind-Body Relationship,Select appropriate bin(s): - Light-Stress & Resilience,Select appropriate bin(s): - Water-Stress & Resilience,Select appropriate bin(s): - Air-Stress & Resilience,Select appropriate bin(s): - Land-Stress & Resilience,Select appropriate bin(s): - Biota-Stress & Resilience,Select appropriate bin(s): - Interaction & Perception-Stress & Resilience,Select appropriate bin(s): - Built Environment-Stress & Resilience,Select appropriate bin(s): - Chemical Hazards-Stress & Resilience,Select appropriate bin(s): - Meteorological-Stress & Resilience,Select appropriate bin(s): - Geological-Stress & Resilience,Select appropriate bin(s): - Light-Affect,Select appropriate bin(s): - Water-Affect,Select appropriate bin(s): - Air-Affect,Select appropriate bin(s): - Land-Affect,Select appropriate bin(s): - Biota-Affect,Select appropriate bin(s): - Interaction & Perception-Affect,Select appropriate bin(s): - Built Environment-Affect,Select appropriate bin(s): - Chemical Hazards-Affect,Select appropriate bin(s): - Meteorological-Affect,Select appropriate bin(s): - Geological-Affect,"Geographic Information (leave blank if general/not specified, prioritize macro-level) - Continent","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Sub-region","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Country","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Continent","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Sub-region","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Country","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Continent","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Sub-region","Geographic Information (leave blank if general/not specified, prioritize macro-level) - Country",Population of interest: - Urban,Population of interest: - Rural,Population of interest: - Women,Population of interest: - Men,Population of interest: - In-utero (unborn),Population of interest: - Children and Adolescents (under 18),Population of interest: - Older adults (65+),Population of interest: - Pregnant persons,Population of interest: - Low-income,Population of interest: - High-income,Population of interest: - Outdoor workers,Population of interest: - Indoor workers,Population of interest: - Unhoused,Population of interest: - Non-literate,Population of interest: - Indigenous,Population of interest: - Migrant,Population of interest: - Racial/ethnic minority/minoritized population,Population of interest: - Other marginalized population,Population of interest: - Other (please note),Population of interest: - General/non-specified,"If other for any question, please specify:","Environmental justice? The article must explicitly discuss the terms Environmental Justice, or justice in an environmental context (e.g. equity, socioeconomics, disparity, disenfranchisement, underrepresentation, marginalization, inclusivity, belonging, fence line community, vulnerable)",Flag? - Flagship paper,Flag? - General doubts,Flag? - Marked for exclusion (in Covidence),Notes
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID18_TEXT""}","{""ImportId"":""QID5_TEXT""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID17_2""}","{""ImportId"":""QID17_3""}","{""ImportId"":""QID17_4""}","{""ImportId"":""QID17_5""}","{""ImportId"":""QID17_6""}","{""ImportId"":""QID17_7""}","{""ImportId"":""QID17_8""}","{""ImportId"":""QID17_9""}","{""ImportId"":""QID17_10""}","{""ImportId"":""QID17_12""}","{""ImportId"":""QID17_13""}","{""ImportId"":""QID17_14""}","{""ImportId"":""QID17_15""}","{""ImportId"":""QID17_16""}","{""ImportId"":""QID17_17""}","{""ImportId"":""QID17_18""}","{""ImportId"":""QID17_19""}","{""ImportId"":""QID17_20""}","{""ImportId"":""QID17_21""}","{""ImportId"":""QID17_22""}","{""ImportId"":""QID17_23""}","{""ImportId"":""QID17_24""}","{""ImportId"":""QID17_25""}","{""ImportId"":""QID17_26""}","{""ImportId"":""QID17_27""}","{""ImportId"":""QID17_28""}","{""ImportId"":""QID17_29""}","{""ImportId"":""QID17_30""}","{""ImportId"":""QID17_31""}","{""ImportId"":""QID17_33""}","{""ImportId"":""QID17_34""}","{""ImportId"":""QID17_35""}","{""ImportId"":""QID17_36""}","{""ImportId"":""QID17_37""}","{""ImportId"":""QID17_38""}","{""ImportId"":""QID17_39""}","{""ImportId"":""QID17_40""}","{""ImportId"":""QID17_41""}","{""ImportId"":""QID17_42""}","{""ImportId"":""QID17_43""}","{""ImportId"":""QID17_44""}","{""ImportId"":""QID17_45""}","{""ImportId"":""QID17_46""}","{""ImportId"":""QID17_47""}","{""ImportId"":""QID17_48""}","{""ImportId"":""QID17_49""}","{""ImportId"":""QID17_50""}","{""ImportId"":""QID17_51""}","{""ImportId"":""QID17_52""}","{""ImportId"":""QID17_53""}","{""ImportId"":""QID17_54""}","{""ImportId"":""QID17_55""}","{""ImportId"":""QID17_56""}","{""ImportId"":""QID17_57""}","{""ImportId"":""QID17_58""}","{""ImportId"":""QID17_59""}","{""ImportId"":""QID17_60""}","{""ImportId"":""QID17_61""}","{""ImportId"":""QID17_62""}","{""ImportId"":""QID17_63""}","{""ImportId"":""QID17_64""}","{""ImportId"":""QID17_65""}","{""ImportId"":""QID17_66""}","{""ImportId"":""QID17_67""}","{""ImportId"":""QID17_68""}","{""ImportId"":""QID17_69""}","{""ImportId"":""QID17_70""}","{""ImportId"":""QID17_71""}","{""ImportId"":""QID17_72""}","{""ImportId"":""QID17_73""}","{""ImportId"":""QID17_74""}","{""ImportId"":""QID17_75""}","{""ImportId"":""QID17_76""}","{""ImportId"":""QID17_77""}","{""ImportId"":""QID17_78""}","{""ImportId"":""QID17_79""}","{""ImportId"":""QID17_80""}","{""ImportId"":""QID17_81""}","{""ImportId"":""QID17_82""}","{""ImportId"":""QID4_1""}","{""ImportId"":""QID4_2""}","{""ImportId"":""QID4_3""}","{""ImportId"":""QID22_1""}","{""ImportId"":""QID22_2""}","{""ImportId"":""QID22_3""}","{""ImportId"":""QID23_1""}","{""ImportId"":""QID23_2""}","{""ImportId"":""QID23_3""}","{""ImportId"":""QID6"",""choiceId"":""1""}","{""ImportId"":""QID6"",""choiceId"":""2""}","{""ImportId"":""QID6"",""choiceId"":""3""}","{""ImportId"":""QID6"",""choiceId"":""4""}","{""ImportId"":""QID6"",""choiceId"":""5""}","{""ImportId"":""QID6"",""choiceId"":""6""}","{""ImportId"":""QID6"",""choiceId"":""7""}","{""ImportId"":""QID6"",""choiceId"":""8""}","{""ImportId"":""QID6"",""choiceId"":""9""}","{""ImportId"":""QID6"",""choiceId"":""10""}","{""ImportId"":""QID6"",""choiceId"":""11""}","{""ImportId"":""QID6"",""choiceId"":""12""}","{""ImportId"":""QID6"",""choiceId"":""13""}","{""ImportId"":""QID6"",""choiceId"":""14""}","{""ImportId"":""QID6"",""choiceId"":""15""}","{""ImportId"":""QID6"",""choiceId"":""16""}","{""ImportId"":""QID6"",""choiceId"":""17""}","{""ImportId"":""QID6"",""choiceId"":""18""}","{""ImportId"":""QID6"",""choiceId"":""19""}","{""ImportId"":""QID6"",""choiceId"":""20""}","{""ImportId"":""QID7_TEXT""}","{""ImportId"":""QID19""}","{""ImportId"":""QID14"",""choiceId"":""1""}","{""ImportId"":""QID14"",""choiceId"":""2""}","{""ImportId"":""QID14"",""choiceId"":""3""}","{""ImportId"":""QID13_TEXT""}"
2023-07-07 10:56:28,2023-07-07 11:14:03,IP Address,130.132.173.82,100,1054,True,2023-07-07 11:14:03,R_2CwwfSJpa098aSe,,,,,41.3186,-72.9302,anonymous,EN,lrm,7445,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,Children and Adolescents (under 18),,,,,,,,,,,,,,,,No,,,Marked for exclusion (in Covidence),"This review does not focus on the environment as a risk factor for ADHD at all, but rather refers to another review by the same authors."
2023-07-07 11:14:06,2023-07-07 11:33:49,IP Address,130.132.173.82,100,1183,True,2023-07-07 11:33:50,R_26loTK6a6OtwBCt,,,,,41.3186,-72.9302,anonymous,EN,lrm,5174,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,
2023-07-07 11:33:52,2023-07-07 11:55:04,IP Address,130.132.173.82,100,1272,True,2023-07-07 11:55:05,R_2EsZzi1xcI8HXgP,,,,,41.3186,-72.9302,anonymous,EN,lrm,1150,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,No,,General doubts,,This is a mechanistic study of brain activity with associations to mental health outcomes.
2023-07-07 11:55:07,2023-07-07 12:19:01,IP Address,130.132.173.82,100,1434,True,2023-07-07 12:19:02,R_3eh5MKSJxeVCl3b,,,,,41.3186,-72.9302,anonymous,EN,lrm,3295,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,
2023-07-07 12:19:06,2023-07-07 12:47:15,IP Address,130.132.173.82,100,1689,True,2023-07-07 12:47:16,R_2uCiFvZOndGvV3r,,,,,41.3186,-72.9302,anonymous,EN,lrm,225,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,"6 bins: discusses greenspace and access, including vistas (built or non-built) in terms of loneliness and general well-being"
2023-07-07 12:47:18,2023-07-07 12:57:05,IP Address,130.132.173.82,100,587,True,2023-07-07 12:57:06,R_YSlo5sr0Xf29rCF,,,,,41.3186,-72.9302,anonymous,EN,lrm,498,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,
2023-07-07 12:57:08,2023-07-07 13:21:56,IP Address,130.132.173.82,100,1488,True,2023-07-07 13:21:57,R_31sGNzIvV2zD7rW,,,,,41.3186,-72.9302,anonymous,EN,lrm,5283,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,
2023-07-07 13:21:59,2023-07-07 13:46:59,IP Address,130.132.173.82,100,1500,True,2023-07-07 13:47:00,R_2ageu6iX0EsTma4,,,,,41.3186,-72.9302,anonymous,EN,lrm,5881,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General/non-specified,,No,,,,
